meeting_id,caption,speaker,caption_group_id,st,en
1,{vocalsound},Marketing,315,945781,946501
1,it can't be more spongy .,Project Manager,316,946701,948201
1,So {disfmarker} {vocalsound},Project Manager,316,948401,950081
1,"Well , it can be .",Industrial Designer,317,950281,951361
1,There are cases um in which the outside casing is {disfmarker} um can be {disfmarker} uh how d how do you prono is is moldable .,Industrial Designer,317,951561,959241
1,Was it one of our options ?,User Interface,318,959441,961061
1,"No , it's not one of our option ,",Industrial Designer,319,961261,963241
1,No .,Marketing,320,963441,963681
1,Uh,Marketing,320,963881,964001
1,"No okay , but but",Project Manager,321,964201,965221
1,"So , in the in {disfmarker}",User Interface,322,965421,967041
1,"but when you look in the market , when you look {disfmarker}",Industrial Designer,323,967241,970841
1,this this was a most spongy option .,Marketing,324,971041,973201
1,{vocalsound},Marketing,324,973401,974121
1,"for the options given , it's the most spongy one .",Project Manager,325,974321,977321
1,"Uh yes ,",Industrial Designer,326,977521,978001
1,Yeah .,User Interface,327,978201,978561
1,"but that's not that's not uh what they are talking about , I think .",Industrial Designer,328,978761,982841
1,Because we compare all these uh characteristics {disfmarker} characteristics with uh market {disfmarker} uh with with the real market .,Industrial Designer,328,983041,991141
1,Yeah .,Project Manager,329,991341,991701
1,Yeah .,Project Manager,329,991901,992261
1,So there are uh remote controls out there which are a lot more spongy .,Industrial Designer,330,992461,996721
1,They're out there .,Industrial Designer,330,996921,998061
1,{vocalsound},Industrial Designer,330,998261,998981
1,{vocalsound} They're out there .,Project Manager,331,999181,1001101
1,{vocalsound},Project Manager,331,1001301,1002021
1,{vocalsound} But I think in this case in this case we've done the best we could .,User Interface,332,1002221,1007081
1,{vocalsound},Marketing,333,1007281,1008001
1,Yeah .,Project Manager,334,1008201,1008561
1,"Yes , but it's not good enough ,",Industrial Designer,335,1008761,1010681
1,{vocalsound} I'll give it a one .,Project Manager,336,1010881,1012861
1,so it's a two .,Industrial Designer,337,1013061,1013961
1,{vocalsound} {vocalsound} I wan I'll take one .,User Interface,338,1014161,1016981
1,You take one ?,Industrial Designer,339,1017181,1018021
1,What do you give it ?,Industrial Designer,339,1018221,1019481
1,"Well yeah , it depends , 'cause it's the most spongy we could {disfmarker}",Marketing,340,1019681,1024121
1,"Yeah , I know , but you have to name a fig uh a number .",Project Manager,341,1024321,1027681
1,{vocalsound},Project Manager,341,1027881,1028601
1,but {disfmarker} yeah .,Marketing,342,1028801,1030181
1,Because we need to go on {disfmarker} in {disfmarker} for the time .,Project Manager,343,1030381,1034461
1,"Well , if I give it a one there'll be one hell of a calculation .",Marketing,344,1034661,1038561
1,It will be a one .,User Interface,345,1038761,1039841
1,{vocalsound},User Interface,345,1040041,1040761
1,So I'll just give it a two and make this a one point five .,Marketing,346,1040961,1044501
1,No no no .,Industrial Designer,347,1044701,1045301
1,"Uh I'll I'll change it , I'll make it m my my mark will be a four .",Industrial Designer,347,1045501,1049521
1,{vocalsound},Industrial Designer,347,1049721,1050441
1,{vocalsound} You are {disfmarker},Project Manager,348,1050641,1052621
1,{vocalsound},User Interface,349,1052821,1053541
1,{vocalsound},Marketing,350,1053741,1054461
1,okay .,Project Manager,351,1054661,1055021
1,{vocalsound},User Interface,352,1055221,1055941
1,The remote control offers enough features .,Project Manager,353,1056141,1058721
1,{vocalsound},User Interface,354,1058921,1059641
1,"Well , Ruud , what what do you think about it ?",Project Manager,355,1059841,1062661
1,"Well , the basic layout doesn't offem {disfmarker} offer much , but the voice recognition could add a lot .",Marketing,356,1062861,1069281
1,So {disfmarker},Marketing,356,1069481,1070381
1,{vocalsound} Basically it's it's completely programmable .,Industrial Designer,357,1070581,1074061
1,"Yeah , depends .",Marketing,358,1074261,1075221
1,Yeah .,Project Manager,359,1075421,1075781
1,You can add very m much functionality by uh using the voice recognition mode .,Industrial Designer,360,1075981,1080661
1,"Yeah , I know .",Project Manager,361,1080861,1081761
1,So it's quite advanced .,Industrial Designer,362,1081961,1083401
1,What what we didn't talk about is um uh {disfmarker},Project Manager,363,1083601,1086721
1,"Yeah , but {vocalsound} it ha doesn't has the digits .",User Interface,364,1086921,1090161
1,"I believe it's {disfmarker} If you uh ask yourself it offers enough features , I don't I don't think it is {disfmarker} it has all the features um a normal remote has .",User Interface,364,1090361,1100441
1,I think it has .,Project Manager,365,1100641,1101601
1,Uh depends on what you uh implement in the speech feat,Marketing,366,1101801,1105041
1,Yeah .,Project Manager,367,1105241,1105601
1,"Bec because you can um {disfmarker} we didn't talk about it , but you do have uh remote controls that are able to adapt another signal .",Project Manager,367,1105801,1113961
1,"So ,",Project Manager,367,1114161,1114401
1,Yes .,Industrial Designer,368,1114601,1114901
1,"you place a a regular uh remote control in front of the other one , hit the one or the two or the three , whatever , and it r records the uh the um {gap} {disfmarker} the the signals .",Project Manager,369,1115101,1126141
1,Has uh the signals sent to it .,Industrial Designer,370,1126341,1128201
1,Yeah .,User Interface,371,1128401,1128761
1,Signal .,Marketing,372,1128961,1129441
1,"So you could uh uh uh enter any comment you like , as long it's able to {disfmarker} as long as our device is able to reproduce the infrared signal .",Project Manager,373,1129641,1138581
1,So I think th this uh this is uh a a remote control with a very high level of features .,Project Manager,373,1138781,1144061
1,Absolutely .,Industrial Designer,374,1144261,1144981
1,"Although there are i a few buttons , but the inside is is quite uh advanced .",Project Manager,375,1145181,1149801
1,Yes .,Industrial Designer,376,1150001,1150301
1,"But that {disfmarker} that's its power , I guess , because uh a regular programmable uh remote control contains , well , uh really a lot of buttons .",Industrial Designer,376,1150501,1159441
1,At at least uh forty buttons .,Industrial Designer,376,1159641,1161441
1,Yeah .,Project Manager,377,1161641,1162001
1,Yeah .,Project Manager,377,1162201,1162561
1,So it's it's quite s complicated to get uh to get used to .,Industrial Designer,378,1162761,1166301
1,And this is quite s simple .,Industrial Designer,378,1166501,1168181
1,Yep .,Project Manager,379,1168381,1168681
1,You can use your voice to to programme it .,Industrial Designer,380,1168881,1171461
1,It's {disfmarker},Industrial Designer,380,1171661,1172681
1,Yeah .,Project Manager,381,1172881,1173241
1,"Okay , um let's give it a number .",Project Manager,381,1173441,1175481
1,I'll give it uh a one .,Project Manager,381,1175681,1177061
1,"For for the {disfmarker} for this t uh type of market , I think it's a one .",Project Manager,381,1177261,1181821
1,I'll give a two .,User Interface,382,1182021,1183041
1,"{vocalsound} Yeah , I'll give it a one .",Industrial Designer,383,1183241,1185641
1,"Um I think think a one , 'cause {gap} v with a voice recognition you could add anything you want , so that's like um {disfmarker}",Marketing,384,1185841,1193581
1,Yes .,Industrial Designer,385,1193781,1194081
1,"I I've {disfmarker} I think we've uh succe succeed in in developing a product that's actually quite good , but not for this kind of market , and not for this kind of price .",Industrial Designer,385,1194281,1204661
1,{vocalsound} {vocalsound},User Interface,386,1204861,1206361
1,Yeah .,Project Manager,387,1206561,1206921
1,So {disfmarker},Industrial Designer,388,1207121,1208021
1,"So high quality , low acceptance .",Project Manager,389,1208221,1210261
1,Hmm .,Industrial Designer,390,1210461,1210761
1,The product is is is uh b high qua uh has a high quality and and is uh advanced .,Project Manager,391,1210961,1215821
1,"But {vocalsound} whether or not our clients are are um willing to pay twenty five Euros for this kind of device is doub is {disfmarker} well , is not sure .",Project Manager,391,1216021,1225381
1,Yes .,Industrial Designer,392,1225581,1225881
1,Mm-hmm .,Industrial Designer,392,1226081,1226561
1,Mm-hmm .,Industrial Designer,392,1226761,1227241
1,D do you agree ?,Project Manager,393,1227441,1228401
1,"Yes , I agree .",Industrial Designer,394,1228601,1229501
1,I {disfmarker},Industrial Designer,394,1229701,1230541
1,Maybe even because it doesn't look advanced .,Marketing,395,1230741,1233441
1,{vocalsound} Yeah .,Project Manager,396,1233641,1234781
1,Maybe we should have a radar uh {vocalsound} function .,Project Manager,396,1234981,1238281
1,{vocalsound},Project Manager,396,1238481,1239201
1,"Yeah , okay .",Industrial Designer,397,1239401,1240181
1,{vocalsound},Marketing,398,1240381,1241101
1,But {disfmarker} {vocalsound} Yes .,Industrial Designer,399,1241301,1243401
1,But we could {disfmarker} couldn't uh {disfmarker} what what's the selling price ?,User Interface,400,1243601,1248521
1,Fifty ?,User Interface,400,1248721,1249141
1,Twenty five Euros .,Project Manager,401,1249341,1250481
1,Uh twenty five .,User Interface,402,1250681,1251641
1,And costs were twelve fifty .,User Interface,402,1251841,1253581
1,Yeah .,Project Manager,403,1253781,1254141
1,"But even now , if only our production costs w {vocalsound} uh were exceeded the double , Think .",User Interface,404,1254341,1260101
1,Production cost was {disfmarker} were t uh was twenty two ?,User Interface,404,1260301,1263841
1,Mm-hmm .,Project Manager,405,1264041,1264521
1,So uh {gap} selling price uh would be uh {disfmarker},User Interface,406,1264721,1267901
1,M about fifty Euros .,Industrial Designer,407,1268101,1269361
1,yeah .,User Interface,408,1269561,1269921
1,That's quite ex,Industrial Designer,409,1270121,1271021
1,"That's price , but w w",User Interface,410,1271221,1272541
1,"well , it's not it's not very expensive for a remote control that that has this functionality .",Industrial Designer,411,1272741,1278441
1,No .,User Interface,412,1278641,1278881
1,"An original remote control of any T_V_ kind , uh a Phillips remote control , y you pay uh {disfmarker}",User Interface,412,1279081,1285201
1,"Yes , it's more than fifty Euros .",Industrial Designer,413,1285401,1287441
1,"It's quite expensive , yes .",Industrial Designer,413,1287641,1289321
1,"Yeah , I kn I know uh from a few years ago , it it it costed hundred Gilders .",User Interface,414,1289521,1294201
1,"Bu but {disfmarker} well {disfmarker} yeah , I know , but you're paying for th for the brand , because there are uh remote controls which control your stereo , television , D_V_D_ , C_D_ player , for under twenty five Euros .",Project Manager,415,1294401,1307901
1,Yes .,Industrial Designer,416,1308101,1308401
1,"Yes , but you can you c Yes , but you can learn this thing , all these functions .",Industrial Designer,416,1308601,1313521
1,Yeah .,Project Manager,417,1313721,1314081
1,And it's easier to use because those uh remote controls don't offer voice recognition,Industrial Designer,418,1314281,1319381
1,{gap} .,Project Manager,419,1319581,1320001
1,and this one does .,Industrial Designer,420,1320201,1321341
1,Yeah .,Project Manager,421,1321541,1321901
1,So I think it's worth its price .,Industrial Designer,422,1322101,1324081
1,Okay .,Project Manager,423,1324281,1324641
1,Um you had an overall rating .,Project Manager,423,1324841,1326641
1,Um {disfmarker},Project Manager,423,1326841,1327741
1,"Yeah , but uh {vocalsound} with these ratings uh",Marketing,424,1327941,1330821
1,That's counting .,Project Manager,425,1331021,1332041
1,"Well , it's it's about one point five .",Industrial Designer,426,1332241,1334581
1,Something like that .,Industrial Designer,426,1334781,1336041
1,"should be about one point s seven ,",Marketing,427,1336241,1338341
1,Four six seven eight .,User Interface,428,1338541,1339861
1,yeah .,Marketing,429,1340061,1340421
1,Okay .,Project Manager,430,1340621,1340981
1,Nine divided by six .,User Interface,431,1341181,1342441
1,Okay .,Project Manager,432,1342641,1343001
1,Um we'll go further on with the the rest of the evaluation .,Project Manager,432,1343201,1346801
1,"About the project itself , not about the product .",Project Manager,432,1347001,1350001
1,"Um {disfmarker} What did you think about uh the process , the project process ?",Project Manager,432,1350201,1354941
1,Ruud ?,Project Manager,432,1355141,1355501
1,{vocalsound},Marketing,433,1355701,1356421
1,{vocalsound},Industrial Designer,434,1356621,1357341
1,{vocalsound},Marketing,435,1357541,1358261
1,{vocalsound} Try to translate that .,Project Manager,436,1358461,1360621
1,{vocalsound},Project Manager,436,1360821,1361541
1,Well {disfmarker} {vocalsound},Industrial Designer,437,1361741,1363541
1,{vocalsound},User Interface,438,1363741,1364461
1,{vocalsound},Marketing,439,1364661,1365381
1,Hmm .,User Interface,440,1365581,1365881
1,{vocalsound},User Interface,440,1366081,1366801
1,"Any any other {disfmarker} Uh , Roo ?",Project Manager,441,1367001,1369221
1,"Yeah , I think uh {disfmarker}",User Interface,442,1369421,1371221
1,"Well , I think {disfmarker}",Industrial Designer,443,1371421,1373041
1,Ye,Marketing,444,1373241,1373361
1,{vocalsound} Roo .,Project Manager,445,1373561,1374641
1,{vocalsound},Project Manager,445,1374841,1375561
1,{vocalsound} The process was good .,User Interface,446,1375761,1377861
1,{vocalsound},Industrial Designer,447,1378061,1378781
1,But w um we weren't aware of the prices of the costs .,User Interface,448,1378981,1382221
1,Yeah .,Project Manager,449,1382421,1382781
1,And and that was the the big deal .,User Interface,450,1382981,1385081
1,"I if we knew that before , we c we could have made",User Interface,450,1385281,1388281
1,Mm .,Industrial Designer,451,1388481,1388721
1,"Actually , we had {disfmarker}",Industrial Designer,451,1388921,1390721
1,the the choice between {gap} what {disfmarker},User Interface,452,1390921,1393681
1,Better decision .,Project Manager,453,1393881,1394901
1,Yes .,Industrial Designer,454,1395101,1395401
1,yeah .,User Interface,455,1395601,1395961
1,We had we had too little information actually .,Industrial Designer,456,1396161,1398981
1,Yeah .,Project Manager,457,1399181,1399541
1,"So {disfmarker} And uh um the the the {disfmarker} well , looking at room for creativity , there was w way too {disfmarker} the the choice of components was way too narrow .",Industrial Designer,458,1399741,1410121
1,Less .,Project Manager,459,1410321,1410681
1,Yeah .,Project Manager,459,1410881,1411241
1,So there was not really a process of uh {disfmarker},Industrial Designer,460,1411441,1414561
1,So we could we we could be {disfmarker} we could've been creative .,Project Manager,461,1414761,1418781
1,But um it was tempered by the choice of components and the the price .,Project Manager,461,1418981,1423181
1,Well {disfmarker} Yes .,Industrial Designer,462,1423381,1424761
1,The prices .,Marketing,463,1424961,1425681
1,"Well , in the first meeting we we already were very creative .",Industrial Designer,464,1425881,1429601
1,Yeah .,Project Manager,465,1429801,1430161
1,We we thought of possibilities {vocalsound} who are not possible uh with the the current uh offer of uh manufacturing components .,Industrial Designer,466,1430361,1438161
1,So {disfmarker},Industrial Designer,466,1438361,1439261
1,Yeah .,Project Manager,467,1439461,1439821
1,"We're tempered by that , yes .",Industrial Designer,468,1440021,1441821
1,"Okay , Roo ?",Project Manager,469,1442021,1442741
1,Any other thoughts on that ?,Project Manager,469,1442941,1444621
1,"No , no .",User Interface,470,1444821,1445361
1,Ruud ?,Project Manager,471,1445561,1445921
1,I agree .,Marketing,472,1446121,1446661
1,"You agree , okay .",Project Manager,473,1446861,1447941
1,Uh leadership .,Project Manager,473,1448141,1449041
1,Fantastic .,User Interface,474,1449241,1449901
1,{vocalsound},User Interface,474,1450101,1450821
1,{vocalsound},Industrial Designer,475,1451021,1451741
1,{vocalsound},Marketing,476,1451941,1452661
1,"{vocalsound} Okay , Roo's on for his promotion .",Project Manager,477,1452861,1455741
1,{vocalsound},Project Manager,477,1455941,1456661
1,{vocalsound},User Interface,478,1456861,1457581
1,{vocalsound},Marketing,479,1457781,1458501
1,{vocalsound},User Interface,480,1458701,1459421
1,"Yeah , {gap} okay .",Industrial Designer,481,1459621,1460761
1,Okay .,Project Manager,482,1460961,1461321
1,I think we're a good team .,Industrial Designer,483,1461521,1463141
1,"I think so too , it's it's it's uh of course a laboratory environment .",Project Manager,484,1463341,1467601
1,"I missed it um to be able to contact you in between and uh say uh , hey Roo uh {gap} .",Project Manager,484,1467801,1472961
1,{vocalsound} Um {disfmarker},Project Manager,484,1473161,1474841
1,Yeah .,User Interface,485,1475041,1475401
1,Yes .,Industrial Designer,486,1475601,1475901
1,{vocalsound},Marketing,487,1476101,1476821
1,{vocalsound},User Interface,488,1477021,1477741
1,"{vocalsound} Well , I tried once , but that was not allowed .",Industrial Designer,489,1477941,1481601
1,{vocalsound},Industrial Designer,489,1481801,1482521
1,Yeah .,Project Manager,490,1482721,1483081
1,{vocalsound} So um {disfmarker},Project Manager,490,1483281,1485141
1,{vocalsound},User Interface,491,1485341,1486061
1,{vocalsound},Marketing,492,1486261,1486981
1,"Yeah , but but si uh w w w {gap} {disfmarker} when taken in account the the situation , uh I think we performed pretty well .",Project Manager,493,1487181,1494681
1,I think so too .,Industrial Designer,494,1494881,1495841
1,Yeah .,Project Manager,495,1496041,1496401
1,Um,Project Manager,495,1496601,1496721
1,Yeah .,User Interface,496,1496921,1497281
1,"the means , the SMARTboard , the digital pen .",Project Manager,497,1497481,1500241
1,Did you like 'em ?,Project Manager,497,1500441,1501521
1,{vocalsound} Uh .,Industrial Designer,498,1501721,1502741
1,"The digital pen was okay , but SMARTboard was really bad .",Industrial Designer,498,1502941,1506421
1,Yeah .,User Interface,499,1506621,1506981
1,Because of the response,Project Manager,500,1507181,1508561
1,It {disfmarker} it's {disfmarker},Industrial Designer,501,1508761,1510741
1,or {disfmarker},Project Manager,502,1510941,1511841
1,Response,User Interface,503,1512041,1512521
1,The response is very slow,Industrial Designer,504,1512721,1514221
1,and {disfmarker},User Interface,505,1514421,1515381
1,and the possibilities are very limited .,Industrial Designer,506,1515581,1517981
1,It's not accurate .,Industrial Designer,506,1518181,1519321
1,Okay .,Project Manager,507,1519521,1519881
1,Uh {disfmarker},Project Manager,507,1520081,1520981
1,Uh it it has {disfmarker} yeah .,User Interface,508,1521181,1523101
1,"Yeah , it's not accurate .",User Interface,508,1523301,1524861
1,The p the pointing of the pen is not um the place where it it writes its {disfmarker} um uh where it uh {disfmarker},User Interface,508,1525061,1532021
1,Draws .,Marketing,509,1532221,1532641
1,"Yeah , where it draws .",User Interface,510,1532841,1534221
1,It's uh {disfmarker} the drawing on on the b on the board is {gap} r right from the pen .,User Interface,510,1534421,1539761
1,"Okay , so",Project Manager,511,1539961,1540501
1,So uh {disfmarker} {vocalsound},User Interface,512,1540701,1542561
1,"it it had to be um better aligned , or what's the word ?",Project Manager,513,1542761,1546121
1,You to take in account that your {disfmarker} you m,User Interface,514,1546321,1549381
1,Uh yeah .,Project Manager,515,1549581,1550121
1,yeah uh {disfmarker},User Interface,516,1550321,1551521
1,Maybe it's {disfmarker} it needs to be calibrateds .,Industrial Designer,517,1551721,1554841
1,It's too slow {disfmarker},User Interface,518,1555041,1556601
1,It it was calibrated just before this meeting .,Project Manager,519,1556801,1559621
1,"Uh the one before , the third meeting .",Project Manager,519,1559821,1562161
1,It is ?,Industrial Designer,520,1562361,1562781
1,"So uh it's not the calibration ,",Project Manager,521,1562981,1564901
1,Okay .,Industrial Designer,522,1565101,1565461
1,"it's the thing itself , I think .",Project Manager,523,1565661,1567641
1,Hmm .,User Interface,524,1567841,1568141
1,Okay .,Industrial Designer,525,1568341,1568701
1,"Uh Ruud , w uh did you use the pen a lot ?",Project Manager,526,1568901,1571421
1,Or not at all ?,Project Manager,526,1571621,1572521
1,No .,Marketing,527,1572721,1572961
1,Not at all .,Project Manager,528,1573161,1573881
1,Not really .,Marketing,529,1574081,1574801
1,Okay .,Project Manager,530,1575001,1575361
1,"I thought it was quite a handy uh thing ,",Project Manager,530,1575561,1578021
1,I I think so too .,Industrial Designer,531,1578221,1579301
1,although I would like to see um O_C_R_ .,Project Manager,532,1579501,1581901
1,Yep .,User Interface,533,1582101,1582401
1,Yes .,Industrial Designer,534,1582601,1582901
1,Yes .,Industrial Designer,534,1583101,1583401
1,"If it has O_C_R_ {vocalsound} , uh I think uh I would use , but uh I I just uh took notes for myself and and and that's it .",User Interface,535,1583601,1591041
1,Yeah .,Project Manager,536,1591241,1591601
1,It w it w yeah .,User Interface,537,1591801,1592761
1,It was necessary for me to uh {disfmarker},User Interface,537,1592961,1595481
1,To digitise them .,Project Manager,538,1595681,1596761
1,"Yeah , because if I want something on the computer , I just type it .",User Interface,539,1596961,1601101
1,Yeah .,Project Manager,540,1601301,1601661
1,I type faster than I write .,User Interface,541,1601861,1603541
1,Mm-hmm .,Industrial Designer,542,1603741,1604221
1,Yeah .,Project Manager,543,1604421,1604781
1,So {disfmarker},User Interface,544,1604981,1605881
1,"But I think it's a great solution for uh for uh a known problem , uh writing down some notes , some some inf uh information , and then um forgetting your notebook somewhere and losing all that information .",Industrial Designer,545,1606081,1618441
1,Yeah .,Project Manager,546,1618641,1619001
1,Because you have everything in one place and it's quite easy quite easy {disfmarker} it's it's possible to make this information digital and share it with others in a quite easy way .,Industrial Designer,547,1619201,1630181
1,Yeah .,Project Manager,548,1630381,1630741
1,I think it's a good product .,Industrial Designer,549,1630941,1632681
1,I only think it's th the the shape of the pen is too big .,Industrial Designer,549,1632881,1636361
1,Yeah .,Project Manager,550,1636561,1636921
1,It's not quite uh ergonomic .,Industrial Designer,551,1637121,1638861
1,Eco ergonomic .,Industrial Designer,551,1639061,1639961
1,Economic .,User Interface,552,1640161,1640761
1,I know .,Project Manager,553,1640961,1641441
1,{vocalsound},User Interface,554,1641641,1642361
1,Yeah .,Project Manager,555,1642561,1642921
1,Okay .,Project Manager,555,1643121,1643481
1,"Um {disfmarker} What w Uh Ruud , what did you think about the SMARTboards ?",Project Manager,555,1643681,1648181
1,"Oh , I only use it to draw a rabbit ,",Marketing,556,1648381,1650601
1,Yeah .,Project Manager,557,1650801,1651161
1,"Okay , you can't really decide .",Project Manager,557,1651361,1653281
1,No .,Project Manager,557,1653481,1653721
1,{vocalsound},User Interface,558,1653921,1654641
1,so {disfmarker} {vocalsound} can't say much about it .,Marketing,559,1654841,1658081
1,I missed a feature to easily select uh a slide and uh distribute it to the laptops .,Project Manager,560,1658281,1663321
1,"I think that would be very easy if you could say okay , I want to use this for my own work or my own presentation further on or {disfmarker}",Project Manager,560,1663521,1671921
1,Yeah .,User Interface,561,1672121,1672481
1,Yes .,Industrial Designer,562,1672681,1672981
1,"No , or the other way around .",Marketing,563,1673181,1674981
1,"Or the other way around , that you could show {disfmarker} but m",Project Manager,564,1675181,1679021
1,"Yes , yes .",Industrial Designer,565,1679221,1679881
1,But y you can {disfmarker},User Interface,566,1680081,1681641
1,That's quite what PowerPoint does .,Industrial Designer,567,1681841,1683941
1,Yeah .,Marketing,568,1684141,1684501
1,I know .,Project Manager,569,1684701,1685181
1,"if you save this image , you can open it in your shared work folder .",User Interface,570,1685381,1689521
1,"I know , but {disfmarker}",Project Manager,571,1689721,1691221
1,So it's almost {disfmarker},User Interface,572,1691421,1693041
1,"I know , but we couldn't use that feature ,",Project Manager,573,1693241,1695821
1,yeah .,User Interface,574,1696021,1696381
1,so I missed it .,Project Manager,575,1696581,1697541
1,Yep .,User Interface,576,1697741,1698041
1,We weren't able to do that .,Project Manager,577,1698241,1699921
1,At least the {disfmarker} um I wasn't explained how to do such a th,Project Manager,577,1700121,1704141
1,Mm-hmm .,User Interface,578,1704341,1704821
1,{gap} .,User Interface,578,1705021,1705441
1,A and the function of of filling an an uh an oval or an an object .,User Interface,578,1705641,1709661
1,"An object , yes .",Industrial Designer,579,1709861,1710881
1,Yes .,Industrial Designer,579,1711081,1711381
1,I it's not possible {disfmarker},User Interface,580,1711581,1713501
1,The drawing cap capabilities are very limited .,Industrial Designer,581,1713701,1716521
1,yeah .,User Interface,582,1716721,1717081
1,Okay .,Project Manager,583,1717281,1717641
1,"And and uh w you were {disfmarker} when you're using uh Windows , you're used to a certain interface and certain buttons , uh which you can use for drawing .",Industrial Designer,584,1717841,1727261
1,Yeah .,Project Manager,585,1727461,1727821
1,And a lot of these buttons don't appear here .,Industrial Designer,586,1728021,1730781
1,So it's {disfmarker},Industrial Designer,586,1730981,1732181
1,Oh it looks like paint actually .,User Interface,587,1732381,1734361
1,"Okay , so y it {disfmarker} it's not even as advanced as paint .",Project Manager,588,1734561,1738401
1,Not not uh n not {gap} way .,Industrial Designer,589,1738601,1740281
1,Yeah .,Project Manager,590,1740481,1740841
1,{vocalsound} It's quite uh limited .,Industrial Designer,591,1741041,1743201
1,Okay .,Project Manager,592,1743401,1743761
1,Uh no .,Project Manager,592,1743961,1744381
1,{vocalsound},Project Manager,592,1744581,1745301
1,{vocalsound},Industrial Designer,593,1745501,1746221
1,{vocalsound},Marketing,594,1746421,1747141
1,"Yeah , the project is evaluated .",Project Manager,595,1747341,1749321
1,"Um but , well , we need to redesign uh the product .",Project Manager,595,1749521,1752641
1,Okay .,Industrial Designer,596,1752841,1753201
1,"Oh , very good , celebration .",Industrial Designer,596,1753401,1755201
1,Celebrate,Project Manager,597,1755401,1755941
1,Great .,User Interface,598,1756141,1756561
1,{vocalsound},User Interface,598,1756761,1757481
1,Pop uh pop up the champagne .,Industrial Designer,599,1757681,1759421
1,{vocalsound},Industrial Designer,599,1759621,1760341
1,Okay .,Project Manager,600,1760541,1760901
1,{vocalsound} Um,Project Manager,600,1761101,1762001
1,It was a privilege working with you .,User Interface,601,1762201,1764421
1,{vocalsound},User Interface,601,1764621,1765341
1,you're dismissed .,Project Manager,602,1765541,1766621
1,{vocalsound},Project Manager,602,1766821,1767541
1,{vocalsound},User Interface,603,1767741,1768461
1,"No , I think we are uh ready .",Project Manager,604,1768661,1770461
1,Okay .,Industrial Designer,605,1770661,1771021
1,To private rooms ?,User Interface,606,1771221,1772301
1,{vocalsound},User Interface,606,1772501,1773221
1,I see some action over there .,Industrial Designer,607,1773421,1775221
1,"Private room , Roo .",Project Manager,608,1775421,1776621
1,That sounds quite scary .,Project Manager,608,1776821,1778321
1,{vocalsound},Industrial Designer,609,1778521,1779241
1,{vocalsound},User Interface,610,1779441,1780161
1,Okay .,Industrial Designer,611,1780361,1780721
1,"No , let's find uh the way to {gap} .",Project Manager,612,1780921,1783141
1,{vocalsound} {gap} .,Project Manager,612,1783341,1784541
1,{vocalsound},Industrial Designer,613,1784741,1785461
1,{vocalsound},User Interface,614,1785661,1786381
1,"{gap} uh we're done , we're finished , {gap} I believe .",Industrial Designer,615,1786581,1789941
1,"So , are there any more cycles in this process ?",Industrial Designer,615,1790141,1793021
1,I think not .,Industrial Designer,615,1793221,1794001
1,I don't believe so .,Project Manager,616,1794201,1795401
1,"Well , maybe we'd {disfmarker} get an email .",Project Manager,616,1795601,1798301
1,Thank you for your {disfmarker},Project Manager,616,1798501,1800361
1,But um how much time did we get for this meeting ?,Industrial Designer,617,1800561,1803561
1,Forty minutes .,Project Manager,618,1803761,1804661
1,And how much time is left ?,Industrial Designer,619,1804861,1806481
1,A minute or or ten maybe .,Project Manager,620,1806681,1808241
1,M,Project Manager,620,1808441,1808501
1,Ten minutes .,Industrial Designer,621,1808701,1809481
1,"Yeah , ten or five .",Project Manager,622,1809681,1810881
1,Okay .,Industrial Designer,623,1811081,1811441
1,Okay .,Industrial Designer,623,1811641,1812001
1,"So , we can uh redesign our uh {disfmarker} Uh I would like to {disfmarker}",Project Manager,624,1812201,1816701
1,"{vocalsound} Well , I think we we we all know what the redesign should be .",Industrial Designer,625,1816901,1821401
1,"A simple , dull , uh one-coloured box .",Industrial Designer,625,1821601,1823941
1,And no added value .,Marketing,626,1824141,1825341
1,At all .,Marketing,626,1825541,1826021
1,"No , it's it's just the same product that is already on the market .",Industrial Designer,627,1826221,1830301
1,So {disfmarker},Marketing,628,1830501,1831401
1,Oh .,Project Manager,629,1831601,1831841
1,"But you see the problem ,",User Interface,630,1832041,1833541
1,Yeah .,Project Manager,631,1833741,1834101
1,y you can't continue your uh your line .,User Interface,632,1834301,1836701
1,"Well , it's fluffy alright .",User Interface,632,1836901,1838581
1,{vocalsound} Spongy .,User Interface,632,1838781,1840041
1,A giraffe ?,User Interface,632,1840241,1840901
1,{vocalsound} {vocalsound},User Interface,632,1841101,1842601
1,What is that ?,Industrial Designer,633,1842801,1843641
1,Yeah .,Project Manager,634,1843841,1844201
1,{vocalsound},Project Manager,634,1844401,1845121
1,It's a giraffe eating a {disfmarker} eating leaves from a tree .,Industrial Designer,635,1845321,1849161
1,It's blue tongue .,Project Manager,636,1849361,1850441
1,In interesting design .,Marketing,637,1850641,1852021
1,Yeah .,Project Manager,638,1852221,1852581
1,{vocalsound} This is a new model .,Project Manager,638,1852781,1854821
1,But {disfmarker} {vocalsound},Project Manager,638,1855021,1856761
1,{vocalsound},Marketing,639,1856961,1857681
1,So you're actually promoting Bluetooth .,Industrial Designer,640,1857881,1860281
1,Or blue tongue .,Industrial Designer,640,1860481,1861441
1,{vocalsound},Industrial Designer,640,1861641,1862361
1,Blue tongue .,Project Manager,641,1862561,1863341
